,event,key,color,team1,team2,team3,score,scorePredStd,scorePredRobust,scorePredHybrid,scorePredRobustHybrid,scorePredSplitFoul,scorePredRobustSplitFoul,scorePredHybridSplitFoul,scorePredRobHybSplitFoul,margin,marginPredStd,marginPredRobust,marginPredHybrid,marginPredRobustHybrid,marginPredSplitFoul,marginPredRobustSplitFoul,marginPredHybridSplitFoul,marginPredRobHybSplitFoul,auto,autoCell,teleop,endgame,foulsDrawn,opp1,opp2,opp3,oppScore,foulsMade,compLevel,matchNumber,alliance,allianceOpp,alliancePair,weight,weightPair
77,2020bcvi,2020bcvi_qf2m1,blue,5015,4270,3256,161,130.46078911311892,147.32238078985094,135.5813027766757,146.31352500780355,114.61771114052442,125.10936820523226,119.73822480408117,124.10051242318485,107,42.60306104058657,69.58524060408905,47.59564807428353,69.29249096945188,30.985360765062794,38.090605605053,35.97794779875967,37.797855970415796,41,26,87,50,33,6719,216,7158,54,0,qf,1,5,4,54,0.25,0.5
78,2020bcvi,2020bcvi_qf3m1,blue,6364,8331,7167,103,86.592761761968,88.80351685003092,93.79398602206827,97.04292239635944,81.437765968235,79.40568754347505,88.63899022833529,87.64509308980351,-4,-20.181793944813947,-13.53387303613927,-24.877494788523435,-18.782394121421504,-27.987731254749704,-26.813782501597814,-32.68343209845915,-32.06230358688006,30,20,67,55,6,7169,4627,8339,107,-18,qf,1,7,2,72,0.5,0.5
79,2020bcvi,2020bcvi_qf4m1,blue,6485,6390,7796,153,100.03067352310353,106.74454044101823,104.08812791245518,108.07226091437849,87.86836617548101,91.3975652147687,91.9258205648326,92.72528568812888,59,-13.892947134834685,-9.638850002024796,1.4223377393855117,2.2710626623253205,-19.337178569402,-16.237740559222388,-4.021893695181831,-4.3278278948723,37,22,71,65,45,7190,8312,7787,94,0,qf,1,6,3,63,0.14285714285714285,0.3333333333333333
80,2020bcvi,2020bcvi_qf1m2,blue,288,7170,4334,79,112.17356167287974,110.02057723107067,105.82079244216273,104.90820837521966,81.77471274328762,81.46152672786766,75.42194351257056,76.34915787201672,-126,-69.79804292654086,-57.9532951075969,-72.64068589793463,-58.5905286726084,-54.63866976462059,-55.002011805098846,-57.481312736014374,-55.639245370110274,45,30,34,10,0,3598,7498,6486,205,0,qf,2,8,1,81,0.5,0.5
81,2020bcvi,2020bcvi_qf2m2,blue,5015,4270,3256,142,130.46078911311892,147.32238078985094,135.5813027766757,146.31352500780355,114.61771114052442,125.10936820523226,119.73822480408117,124.10051242318485,73,42.60306104058657,69.58524060408905,47.59564807428353,69.29249096945188,30.985360765062794,38.090605605053,35.97794779875967,37.797855970415796,25,20,72,45,45,6719,216,7158,69,-21,qf,2,5,4,54,0.25,0.5
82,2020bcvi,2020bcvi_qf3m2,blue,6364,8331,7167,82,86.592761761968,88.80351685003092,93.79398602206827,97.04292239635944,81.437765968235,79.40568754347505,88.63899022833529,87.64509308980351,-112,-20.181793944813947,-13.53387303613927,-24.877494788523435,-18.782394121421504,-27.987731254749704,-26.813782501597814,-32.68343209845915,-32.06230358688006,33,18,49,15,0,7169,4627,8339,194,-33,qf,2,7,2,72,0.5,0.5
83,2020bcvi,2020bcvi_qf4m2,blue,6485,6390,7796,99,100.03067352310353,106.74454044101823,104.08812791245518,108.07226091437849,87.86836617548101,91.3975652147687,91.9258205648326,92.72528568812888,-44,-13.892947134834685,-9.638850002024796,1.4223377393855117,2.2710626623253205,-19.337178569402,-16.237740559222388,-4.021893695181831,-4.3278278948723,29,14,64,45,6,7190,8312,7787,143,-15,qf,2,6,3,63,0.14285714285714285,0.3333333333333333
84,2020bcvi,2020bcvi_qf4m3,blue,6485,6390,7796,104,100.03067352310353,106.74454044101823,104.08812791245518,108.07226091437849,87.86836617548101,91.3975652147687,91.9258205648326,92.72528568812888,29,-13.892947134834685,-9.638850002024796,1.4223377393855117,2.2710626623253205,-19.337178569402,-16.237740559222388,-4.021893695181831,-4.3278278948723,37,22,67,50,0,7190,8312,7787,75,-3,qf,3,6,3,63,0.14285714285714285,0.3333333333333333
85,2020bcvi,2020bcvi_sf1m1,blue,5015,4270,3256,90,130.46078911311892,147.32238078985094,135.5813027766757,146.31352500780355,109.05631538088365,119.87592564885779,114.1768290444404,118.86706986681038,-57,-51.51081548630168,-20.651491548816637,-42.88017556342166,-17.18521204002451,-32.03555967003176,-24.5868401156377,-23.404919747151737,-21.120560606845586,47,32,43,10,0,3598,7498,6486,147,-15,sf,1,5,1,51,0.25,0.5
86,2020bcvi,2020bcvi_sf2m1,blue,6485,6390,7796,129,100.03067352310353,106.74454044101823,104.08812791245518,108.07226091437849,78.05483784596045,81.46760849773379,82.11229223531204,82.79532897109397,21,-6.743882183678423,4.4071505548480445,-14.583352898136525,-7.7530556034024585,-23.996791323045088,-19.416389404200842,-31.836262037503232,-31.576595562451374,33,18,81,55,15,7169,4627,8339,108,0,sf,1,6,2,62,0.14285714285714285,0.5
87,2020bcvi,2020bcvi_sf1m2,blue,5015,4270,3256,107,130.46078911311892,147.32238078985094,135.5813027766757,146.31352500780355,109.05631538088365,119.87592564885779,114.1768290444404,118.86706986681038,-53,-51.51081548630168,-20.651491548816637,-42.88017556342166,-17.18521204002451,-32.03555967003176,-24.5868401156377,-23.404919747151737,-21.120560606845586,43,28,64,35,0,3598,7498,6486,160,0,sf,2,5,1,51,0.25,0.5
88,2020bcvi,2020bcvi_sf2m2,blue,6485,6390,7796,140,100.03067352310353,106.74454044101823,104.08812791245518,108.07226091437849,78.05483784596045,81.46760849773379,82.11229223531204,82.79532897109397,1,-6.743882183678423,4.4071505548480445,-14.583352898136525,-7.7530556034024585,-23.996791323045088,-19.416389404200842,-31.836262037503232,-31.576595562451374,31,16,91,55,18,7169,4627,8339,139,-3,sf,2,6,2,62,0.14285714285714285,0.5
89,2020bcvi,2020bcvi_f1m1,blue,6485,6390,7796,91,100.03067352310353,106.74454044101823,104.08812791245518,108.07226091437849,79.7478072783087,85.36677603096602,83.80526166766029,86.6944965043262,-115,-81.94093107631707,-61.229331897649345,-74.37335042764218,-55.42647613344957,-54.985016127558396,-51.29494156027526,-47.41743547888353,-45.49208579607554,23,8,68,50,0,3598,7498,6486,206,-60,f,1,6,1,61,0.14285714285714285,0.5
90,2020bcvi,2020bcvi_f1m2,blue,7287,6390,7796,116,73.7036545211373,84.15817156568504,76.26229465151823,84.60612316001044,49.778312571936794,54.7147769472889,52.33695270231772,55.16272854161422,-78,-108.2679500782833,-83.81570077298254,-102.19918368857913,-78.89261388781762,-91.67136681925129,-88.03645001580597,-85.6026004295471,-83.11336313064112,29,14,84,65,3,3598,7498,6486,194,-45,f,2,6,1,61,0.14285714285714285,0.5
76,2020bcvi,2020bcvi_qf1m1,red,3598,7498,6486,139,181.9716045994206,167.97387233866758,178.46147834009736,163.49873704782806,136.4133825079082,136.4635385329665,132.90325624858494,131.988403242127,42,69.79804292654086,57.9532951075969,72.64068589793463,58.5905286726084,54.63866976462059,55.002011805098846,57.481312736014374,55.639245370110274,30,20,64,30,45,288,7170,4334,97,-30,qf,1,1,8,18,0.16666666666666666,0.5
77,2020bcvi,2020bcvi_qf2m1,red,6719,216,7158,54,87.85772807253235,77.73714018576189,87.98565470239217,77.02103403835167,83.63235037546163,87.01876260017926,83.7602770053215,86.30265645276906,-107,-42.60306104058657,-69.58524060408905,-47.59564807428353,-69.29249096945188,-30.985360765062794,-38.090605605053,-35.97794779875967,-37.797855970415796,41,26,13,5,0,5015,4270,3256,161,-33,qf,1,4,5,45,0.5,0.5
78,2020bcvi,2020bcvi_qf3m1,red,7169,4627,8339,107,106.77455570678195,102.33738988617019,118.6714808105917,115.82531651778095,109.4254972229847,106.21947004507287,121.32242232679444,119.70739667668357,4,20.181793944813947,13.53387303613927,24.877494788523435,18.782394121421504,27.987731254749704,26.813782501597814,32.68343209845915,32.06230358688006,33,18,56,45,18,6364,8331,7167,103,-6,qf,1,2,7,27,0.25,0.5
79,2020bcvi,2020bcvi_qf4m1,red,7190,8312,7787,94,113.92362065793822,116.38339044304303,102.66579017306967,105.80119825205317,107.20554474488301,107.63530577399109,95.94771426001444,97.05311358300118,-59,13.892947134834685,9.638850002024796,-1.4223377393855117,-2.2710626623253205,19.337178569402,16.237740559222388,4.021893695181831,4.3278278948723,35,20,59,50,0,6485,6390,7796,153,-45,qf,1,3,6,36,0.3333333333333333,0.3333333333333333
80,2020bcvi,2020bcvi_qf1m2,red,3598,7498,6486,205,181.9716045994206,167.97387233866758,178.46147834009736,163.49873704782806,136.4133825079082,136.4635385329665,132.90325624858494,131.988403242127,126,69.79804292654086,57.9532951075969,72.64068589793463,58.5905286726084,54.63866976462059,55.002011805098846,57.481312736014374,55.639245370110274,39,24,166,90,0,288,7170,4334,79,0,qf,2,1,8,18,0.16666666666666666,0.5
81,2020bcvi,2020bcvi_qf2m2,red,6719,216,7158,69,87.85772807253235,77.73714018576189,87.98565470239217,77.02103403835167,83.63235037546163,87.01876260017926,83.7602770053215,86.30265645276906,-73,-42.60306104058657,-69.58524060408905,-47.59564807428353,-69.29249096945188,-30.985360765062794,-38.090605605053,-35.97794779875967,-37.797855970415796,31,16,17,10,21,5015,4270,3256,142,-45,qf,2,4,5,45,0.5,0.5
82,2020bcvi,2020bcvi_qf3m2,red,7169,4627,8339,194,106.77455570678195,102.33738988617019,118.6714808105917,115.82531651778095,109.4254972229847,106.21947004507287,121.32242232679444,119.70739667668357,112,20.181793944813947,13.53387303613927,24.877494788523435,18.782394121421504,27.987731254749704,26.813782501597814,32.68343209845915,32.06230358688006,43,28,118,90,33,6364,8331,7167,82,0,qf,2,2,7,27,0.25,0.5
83,2020bcvi,2020bcvi_qf4m2,red,7190,8312,7787,143,113.92362065793822,116.38339044304303,102.66579017306967,105.80119825205317,107.20554474488301,107.63530577399109,95.94771426001444,97.05311358300118,44,13.892947134834685,9.638850002024796,-1.4223377393855117,-2.2710626623253205,19.337178569402,16.237740559222388,4.021893695181831,4.3278278948723,39,24,89,65,15,6485,6390,7796,99,-6,qf,2,3,6,36,0.3333333333333333,0.3333333333333333
84,2020bcvi,2020bcvi_qf4m3,red,7190,8312,7787,75,113.92362065793822,116.38339044304303,102.66579017306967,105.80119825205317,107.20554474488301,107.63530577399109,95.94771426001444,97.05311358300118,-29,13.892947134834685,9.638850002024796,-1.4223377393855117,-2.2710626623253205,19.337178569402,16.237740559222388,4.021893695181831,4.3278278948723,22,12,50,45,3,6485,6390,7796,104,0,qf,3,3,6,36,0.3333333333333333,0.3333333333333333
85,2020bcvi,2020bcvi_sf1m1,red,3598,7498,6486,147,181.9716045994206,167.97387233866758,178.46147834009736,163.49873704782806,141.0918750509154,144.4627657644955,137.58174879159213,139.98763047365597,57,51.51081548630168,20.651491548816637,42.88017556342166,17.18521204002451,32.03555967003176,24.5868401156377,23.404919747151737,21.120560606845586,43,28,89,55,15,5015,4270,3256,90,0,sf,1,1,5,15,0.16666666666666666,0.5
86,2020bcvi,2020bcvi_sf2m1,red,7169,4627,8339,108,106.77455570678195,102.33738988617019,118.6714808105917,115.82531651778095,102.05162916900554,100.88399790193463,113.94855427281527,114.37192453354534,-21,6.743882183678423,-4.4071505548480445,14.583352898136525,7.7530556034024585,23.996791323045088,19.416389404200842,31.836262037503232,31.576595562451374,37,22,71,65,0,6485,6390,7796,129,-15,sf,1,2,6,26,0.25,0.5
87,2020bcvi,2020bcvi_sf1m2,red,3598,7498,6486,160,181.9716045994206,167.97387233866758,178.46147834009736,163.49873704782806,141.0918750509154,144.4627657644955,137.58174879159213,139.98763047365597,53,51.51081548630168,20.651491548816637,42.88017556342166,17.18521204002451,32.03555967003176,24.5868401156377,23.404919747151737,21.120560606845586,49,34,111,90,0,5015,4270,3256,107,0,sf,2,1,5,15,0.16666666666666666,0.5
88,2020bcvi,2020bcvi_sf2m2,red,7169,4627,8339,139,106.77455570678195,102.33738988617019,118.6714808105917,115.82531651778095,102.05162916900554,100.88399790193463,113.94855427281527,114.37192453354534,-1,6.743882183678423,-4.4071505548480445,14.583352898136525,7.7530556034024585,23.996791323045088,19.416389404200842,31.836262037503232,31.576595562451374,41,26,95,90,3,6485,6390,7796,140,-18,sf,2,2,6,26,0.25,0.5
89,2020bcvi,2020bcvi_f1m1,red,3598,7498,6486,206,181.9716045994206,167.97387233866758,178.46147834009736,163.49873704782806,134.7328234058671,136.66171759124128,131.22269714654382,132.18658230040174,115,81.94093107631707,61.229331897649345,74.37335042764218,55.42647613344957,54.985016127558396,51.29494156027526,47.41743547888353,45.49208579607554,47,32,99,55,60,6485,6390,7796,91,0,f,1,1,6,16,0.16666666666666666,0.5
90,2020bcvi,2020bcvi_f1m2,red,3598,7498,6486,194,181.9716045994206,167.97387233866758,178.46147834009736,163.49873704782806,141.44967939118808,142.75122696309487,137.9395531318648,138.27609167225535,78,108.2679500782833,83.81570077298254,102.19918368857913,78.89261388781762,91.67136681925129,88.03645001580597,85.6026004295471,83.11336313064112,43,28,106,55,45,7287,6390,7796,116,-3,f,2,1,6,16,0.16666666666666666,0.5
87,2020cadm,2020cadm_qf1m1,blue,1159,5805,6479,78,103.13568354304992,98.92251564045775,97.92064256812185,96.39651116775374,102.02512169901394,96.7673578960615,96.81008072408589,94.24135342335735,-82,-74.9239646100717,-81.58866660789222,-88.10317779641755,-90.51416207803729,-49.48111254596921,-58.8855097544496,-62.66032573231503,-67.81100522459464,10,0,53,45,15,3647,294,4419,160,-18,qf,1,8,1,81,0.5,0.5
88,2020cadm,2020cadm_qf2m1,blue,4738,3889,5137,136,118.29966006151497,117.59442979979913,118.89406637916039,118.6389463338117,120.85946455813728,121.31538907448108,121.45387087578275,122.35990560849378,31,-30.51280300096792,-28.204209100772957,-26.459948148701983,-25.624804490690963,-13.311833754676442,-10.054233634279981,-9.258978902410476,-7.474829024197803,42,32,91,75,3,3255,2945,6704,105,-3,qf,1,5,4,54,0.3333333333333333,0.3333333333333333
89,2020cadm,2020cadm_qf3m1,blue,2240,4919,2443,84,133.0781331828788,132.52721421842872,128.25299963585272,128.0537023583196,127.98611828078351,124.40542783037844,123.16098473375735,119.93191597026923,-24,13.871578196411235,5.584888658980006,5.630105535094316,2.6323603654013112,13.410830972294377,1.7176870059402063,5.169358310977344,-1.2348412876385026,47,32,37,35,0,5199,5851,2485,108,0,qf,1,7,2,72,0.5,0.5
90,2020cadm,2020cadm_qf4m1,blue,3882,7042,3859,170,133.79811522320426,141.59098081282838,136.69999971061978,139.51910196778036,143.7905220449357,152.1087317609673,146.6924065323512,150.0368529159193,50,5.344420105692961,14.066163224178482,-1.986182959066923,1.1689446931326302,33.04883008680528,45.35586747023086,25.71822702204534,32.45864893918518,51,36,119,90,0,2658,4698,6695,120,0,qf,1,6,3,63,0.2,0.5
91,2020cadm,2020cadm_qf1m2,blue,1159,5805,6479,68,103.13568354304992,98.92251564045775,97.92064256812185,96.39651116775374,102.02512169901394,96.7673578960615,96.81008072408589,94.24135342335735,-106,-74.9239646100717,-81.58866660789222,-88.10317779641755,-90.51416207803729,-49.48111254596921,-58.8855097544496,-62.66032573231503,-67.81100522459464,27,12,38,30,3,3647,294,4419,174,-30,qf,2,8,1,81,0.5,0.5
92,2020cadm,2020cadm_qf2m2,blue,4738,3889,5137,147,118.29966006151497,117.59442979979913,118.89406637916039,118.6389463338117,120.85946455813728,121.31538907448108,121.45387087578275,122.35990560849378,-4,-30.51280300096792,-28.204209100772957,-26.459948148701983,-25.624804490690963,-13.311833754676442,-10.054233634279981,-9.258978902410476,-7.474829024197803,27,12,117,90,3,3255,2945,6704,151,0,qf,2,5,4,54,0.3333333333333333,0.3333333333333333
93,2020cadm,2020cadm_qf3m2,blue,2240,4919,2443,105,133.0781331828788,132.52721421842872,128.25299963585272,128.0537023583196,127.98611828078351,124.40542783037844,123.16098473375735,119.93191597026923,-27,13.871578196411235,5.584888658980006,5.630105535094316,2.6323603654013112,13.410830972294377,1.7176870059402063,5.169358310977344,-1.2348412876385026,31,16,74,70,0,5199,5851,2485,132,-18,qf,2,7,2,72,0.5,0.5
94,2020cadm,2020cadm_qf4m2,blue,3882,7042,3859,163,133.79811522320426,141.59098081282838,136.69999971061978,139.51910196778036,143.7905220449357,152.1087317609673,146.6924065323512,150.0368529159193,42,5.344420105692961,14.066163224178482,-1.986182959066923,1.1689446931326302,33.04883008680528,45.35586747023086,25.71822702204534,32.45864893918518,29,14,134,90,0,2658,4698,6695,121,0,qf,2,6,3,63,0.2,0.5
95,2020cadm,2020cadm_qf2m3,blue,4738,3889,5137,153,118.29966006151497,117.59442979979913,118.89406637916039,118.6389463338117,120.85946455813728,121.31538907448108,121.45387087578275,122.35990560849378,-26,-30.51280300096792,-28.204209100772957,-26.459948148701983,-25.624804490690963,-13.311833754676442,-10.054233634279981,-9.258978902410476,-7.474829024197803,37,22,113,90,3,3255,2945,6704,179,-30,qf,3,5,4,54,0.3333333333333333,0.3333333333333333
96,2020cadm,2020cadm_sf1m1,blue,3255,2945,6704,186,148.8124630624829,145.7986389005721,145.35401452786238,144.26375082450267,149.0474604625287,145.01411508027337,145.58901192790822,143.4792270042039,-7,-29.247185090638737,-34.71254334777788,-40.66980583667703,-42.646922421288366,-16.80160712006554,-24.513639849149712,-28.224227866103803,-32.44801892266008,53,38,115,90,18,3647,294,4419,193,0,sf,1,4,1,41,0.1111111111111111,0.3333333333333333
97,2020cadm,2020cadm_sf2m1,blue,3882,7042,3859,130,133.79811522320426,141.59098081282838,136.69999971061978,139.51910196778036,139.8549377752712,144.79247538559923,142.7568222626867,142.72059654055124,3,14.591560236736711,14.648655253379658,14.077105609861377,14.097759974862058,25.359942627847573,25.440508002760083,24.845488000972225,24.889612724242596,47,32,65,55,18,5199,5851,2485,127,0,sf,1,6,2,62,0.2,0.3333333333333333
98,2020cadm,2020cadm_sf1m2,blue,3255,2945,6704,201,148.8124630624829,145.7986389005721,145.35401452786238,144.26375082450267,149.0474604625287,145.01411508027337,145.58901192790822,143.4792270042039,17,-29.247185090638737,-34.71254334777788,-40.66980583667703,-42.646922421288366,-16.80160712006554,-24.513639849149712,-28.224227866103803,-32.44801892266008,65,50,115,90,21,3647,294,4419,184,0,sf,2,4,1,41,0.1111111111111111,0.3333333333333333
99,2020cadm,2020cadm_sf2m2,blue,3882,7042,3859,81,133.79811522320426,141.59098081282838,136.69999971061978,139.51910196778036,139.8549377752712,144.79247538559923,142.7568222626867,142.72059654055124,-23,14.591560236736711,14.648655253379658,14.077105609861377,14.097759974862058,25.359942627847573,25.440508002760083,24.845488000972225,24.889612724242596,39,24,36,30,6,5199,5851,2485,104,0,sf,2,6,2,62,0.2,0.3333333333333333
100,2020cadm,2020cadm_sf1m3,blue,3255,2945,6704,181,148.8124630624829,145.7986389005721,145.35401452786238,144.26375082450267,149.0474604625287,145.01411508027337,145.58901192790822,143.4792270042039,30,-29.247185090638737,-34.71254334777788,-40.66980583667703,-42.646922421288366,-16.80160712006554,-24.513639849149712,-28.224227866103803,-32.44801892266008,55,40,111,90,15,3647,294,4419,151,0,sf,3,4,1,41,0.1111111111111111,0.3333333333333333
101,2020cadm,2020cadm_sf2m3,blue,3882,7042,3859,81,133.79811522320426,141.59098081282838,136.69999971061978,139.51910196778036,139.8549377752712,144.79247538559923,142.7568222626867,142.72059654055124,-101,14.591560236736711,14.648655253379658,14.077105609861377,14.097759974862058,25.359942627847573,25.440508002760083,24.845488000972225,24.889612724242596,49,34,29,10,3,5199,5851,2485,182,-60,sf,3,6,2,62,0.2,0.3333333333333333
102,2020cadm,2020cadm_f1m1,blue,5199,5851,2485,141,119.20655498646755,126.94232555944872,122.6228941007584,125.4213419929183,123.10713368388055,132.1805350423943,126.52347279817143,130.6595514758638,9,-29.60590807601534,-18.856313341123368,-22.731120427103974,-18.842408831584365,-18.653217123440825,-3.4847281572163524,-11.77842947452946,-3.4708236476773777,27,12,111,90,3,3255,2945,6704,132,-15,f,1,2,4,24,0.125,0.3333333333333333
103,2020cadm,2020cadm_f1m2,blue,5199,5851,2485,143,119.20655498646755,126.94232555944872,122.6228941007584,125.4213419929183,123.10713368388055,132.1805350423943,126.52347279817143,130.6595514758638,-32,-29.60590807601534,-18.856313341123368,-22.731120427103974,-18.842408831584365,-18.653217123440825,-3.4847281572163524,-11.77842947452946,-3.4708236476773777,29,14,114,90,0,3255,2945,6704,175,-3,f,2,2,4,24,0.125,0.3333333333333333
104,2020cadm,2020cadm_f1m3,blue,5199,5851,2485,147,119.20655498646755,126.94232555944872,122.6228941007584,125.4213419929183,123.10713368388055,132.1805350423943,126.52347279817143,130.6595514758638,-1,-29.60590807601534,-18.856313341123368,-22.731120427103974,-18.842408831584365,-18.653217123440825,-3.4847281572163524,-11.77842947452946,-3.4708236476773777,27,12,90,65,30,3255,2945,6704,148,0,f,3,2,4,24,0.125,0.3333333333333333
87,2020cadm,2020cadm_qf1m1,red,3647,294,4419,160,178.05964815312163,180.51118224834997,186.0238203645394,186.91067324579103,151.50623424498315,155.6528676505111,159.47040645640092,162.052358647952,82,74.9239646100717,81.58866660789222,88.10317779641755,90.51416207803729,49.48111254596921,58.8855097544496,62.66032573231503,67.81100522459464,55,40,87,30,18,1159,5805,6479,78,-15,qf,1,1,8,18,0.2,0.5
88,2020cadm,2020cadm_qf2m1,red,3255,2945,6704,105,148.8124630624829,145.7986389005721,145.35401452786238,144.26375082450267,134.17129831281372,131.36962270876106,130.71284977819323,129.83473463269158,-31,30.51280300096792,28.204209100772957,26.459948148701983,25.624804490690963,13.311833754676442,10.054233634279981,9.258978902410476,7.474829024197803,31,16,71,55,3,4738,3889,5137,136,-3,qf,1,4,5,45,0.1111111111111111,0.3333333333333333
89,2020cadm,2020cadm_qf3m1,red,5199,5851,2485,108,119.20655498646755,126.94232555944872,122.6228941007584,125.4213419929183,114.57528730848914,122.68774082443824,117.99162642278,121.16675725790773,24,-13.871578196411235,-5.584888658980006,-5.630105535094316,-2.6323603654013112,-13.410830972294377,-1.7176870059402063,-5.169358310977344,1.2348412876385026,23,8,85,65,0,2240,4919,2443,84,0,qf,1,2,7,27,0.125,0.5
90,2020cadm,2020cadm_qf4m1,red,2658,4698,6695,120,128.4536951175113,127.5248175886499,138.6861826696867,138.35015727464773,110.74169195813042,106.75286429073643,120.97417951030587,117.57820397673412,-50,-5.344420105692961,-14.066163224178482,1.986182959066923,-1.1689446931326302,-33.04883008680528,-45.35586747023086,-25.71822702204534,-32.45864893918518,43,28,77,55,0,3882,7042,3859,170,0,qf,1,3,6,36,0.5,0.5
91,2020cadm,2020cadm_qf1m2,red,3647,294,4419,174,178.05964815312163,180.51118224834997,186.0238203645394,186.91067324579103,151.50623424498315,155.6528676505111,159.47040645640092,162.052358647952,106,74.9239646100717,81.58866660789222,88.10317779641755,90.51416207803729,49.48111254596921,58.8855097544496,62.66032573231503,67.81100522459464,55,40,89,50,30,1159,5805,6479,68,-3,qf,2,1,8,18,0.2,0.5
92,2020cadm,2020cadm_qf2m2,red,3255,2945,6704,151,148.8124630624829,145.7986389005721,145.35401452786238,144.26375082450267,134.17129831281372,131.36962270876106,130.71284977819323,129.83473463269158,4,30.51280300096792,28.204209100772957,26.459948148701983,25.624804490690963,13.311833754676442,10.054233634279981,9.258978902410476,7.474829024197803,43,28,108,75,0,4738,3889,5137,147,-3,qf,2,4,5,45,0.1111111111111111,0.3333333333333333
93,2020cadm,2020cadm_qf3m2,red,5199,5851,2485,132,119.20655498646755,126.94232555944872,122.6228941007584,125.4213419929183,114.57528730848914,122.68774082443824,117.99162642278,121.16675725790773,27,-13.871578196411235,-5.584888658980006,-5.630105535094316,-2.6323603654013112,-13.410830972294377,-1.7176870059402063,-5.169358310977344,1.2348412876385026,27,12,87,55,18,2240,4919,2443,105,0,qf,2,2,7,27,0.125,0.5
94,2020cadm,2020cadm_qf4m2,red,2658,4698,6695,121,128.4536951175113,127.5248175886499,138.6861826696867,138.35015727464773,110.74169195813042,106.75286429073643,120.97417951030587,117.57820397673412,-42,-5.344420105692961,-14.066163224178482,1.986182959066923,-1.1689446931326302,-33.04883008680528,-45.35586747023086,-25.71822702204534,-32.45864893918518,41,26,80,55,0,3882,7042,3859,163,0,qf,2,3,6,36,0.5,0.5
95,2020cadm,2020cadm_qf2m3,red,3255,2945,6704,179,148.8124630624829,145.7986389005721,145.35401452786238,144.26375082450267,134.17129831281372,131.36962270876106,130.71284977819323,129.83473463269158,26,30.51280300096792,28.204209100772957,26.459948148701983,25.624804490690963,13.311833754676442,10.054233634279981,9.258978902410476,7.474829024197803,51,36,98,90,30,4738,3889,5137,153,-3,qf,3,4,5,45,0.1111111111111111,0.3333333333333333
96,2020cadm,2020cadm_sf1m1,red,3647,294,4419,193,178.05964815312163,180.51118224834997,186.0238203645394,186.91067324579103,165.84906758259424,169.52775492942308,173.81323979401202,175.92724592686398,7,29.247185090638737,34.71254334777788,40.66980583667703,42.646922421288366,16.80160712006554,24.513639849149712,28.224227866103803,32.44801892266008,57,42,136,65,0,3255,2945,6704,186,-18,sf,1,1,4,14,0.2,0.3333333333333333
97,2020cadm,2020cadm_sf2m1,red,5199,5851,2485,127,119.20655498646755,126.94232555944872,122.6228941007584,125.4213419929183,114.49499514742362,119.35196738283915,117.91133426171449,117.83098381630865,-3,-14.591560236736711,-14.648655253379658,-14.077105609861377,-14.097759974862058,-25.359942627847573,-25.440508002760083,-24.845488000972225,-24.889612724242596,27,12,100,90,0,3882,7042,3859,130,-18,sf,1,2,6,26,0.125,0.3333333333333333
98,2020cadm,2020cadm_sf1m2,red,3647,294,4419,184,178.05964815312163,180.51118224834997,186.0238203645394,186.91067324579103,165.84906758259424,169.52775492942308,173.81323979401202,175.92724592686398,-17,29.247185090638737,34.71254334777788,40.66980583667703,42.646922421288366,16.80160712006554,24.513639849149712,28.224227866103803,32.44801892266008,34,24,150,90,0,3255,2945,6704,201,-21,sf,2,1,4,14,0.2,0.3333333333333333
99,2020cadm,2020cadm_sf2m2,red,5199,5851,2485,104,119.20655498646755,126.94232555944872,122.6228941007584,125.4213419929183,114.49499514742362,119.35196738283915,117.91133426171449,117.83098381630865,23,-14.591560236736711,-14.648655253379658,-14.077105609861377,-14.097759974862058,-25.359942627847573,-25.440508002760083,-24.845488000972225,-24.889612724242596,27,12,77,65,0,3882,7042,3859,81,-6,sf,2,2,6,26,0.125,0.3333333333333333
100,2020cadm,2020cadm_sf1m3,red,3647,294,4419,151,178.05964815312163,180.51118224834997,186.0238203645394,186.91067324579103,165.84906758259424,169.52775492942308,173.81323979401202,175.92724592686398,-30,29.247185090638737,34.71254334777788,40.66980583667703,42.646922421288366,16.80160712006554,24.513639849149712,28.224227866103803,32.44801892266008,41,26,110,50,0,3255,2945,6704,181,-15,sf,3,1,4,14,0.2,0.3333333333333333
101,2020cadm,2020cadm_sf2m3,red,5199,5851,2485,182,119.20655498646755,126.94232555944872,122.6228941007584,125.4213419929183,114.49499514742362,119.35196738283915,117.91133426171449,117.83098381630865,101,-14.591560236736711,-14.648655253379658,-14.077105609861377,-14.097759974862058,-25.359942627847573,-25.440508002760083,-24.845488000972225,-24.889612724242596,27,12,95,75,60,3882,7042,3859,81,-3,sf,3,2,6,26,0.125,0.3333333333333333
102,2020cadm,2020cadm_f1m1,red,3255,2945,6704,132,148.8124630624829,145.7986389005721,145.35401452786238,144.26375082450267,141.76035080732137,135.66526319961065,138.3019022727009,134.13037512354117,-9,29.60590807601534,18.856313341123368,22.731120427103974,18.842408831584365,18.653217123440825,3.4847281572163524,11.77842947452946,3.4708236476773777,55,40,62,50,15,5199,5851,2485,141,-3,f,1,4,2,42,0.1111111111111111,0.3333333333333333
