,event,key,color,team1,team2,team3,score,scorePredStd,scorePredRobust,scorePredHybrid,scorePredRobustHybrid,scorePredSplitFoul,scorePredRobustSplitFoul,scorePredHybridSplitFoul,scorePredRobHybSplitFoul,margin,marginPredStd,marginPredRobust,marginPredHybrid,marginPredRobustHybrid,marginPredSplitFoul,marginPredRobustSplitFoul,marginPredHybridSplitFoul,marginPredRobHybSplitFoul,auto,autoCell,teleop,endgame,foulsDrawn,opp1,opp2,opp3,oppScore,foulsMade,compLevel,matchNumber,alliance,allianceOpp,alliancePair,weight,weightPair
106,2020mndu,2020mndu_sf2m2,red,5690,6022,6217,114,154.88419125552008,154.88419125552008,139.23679375904445,139.23679375904445,143.74444098306358,143.74444098306358,128.09704348658795,128.09704348658795,-13,44.16879229906206,44.16879229906206,13.722481174346086,13.722481174346086,27.963093598246815,27.963093598246815,-2.4832175264691614,-2.4832175264691614,47,32,67,50,0,4728,5348,2526,127,-6,sf,2,2,3,23,0.2,0.3333333333333333
107,2020mndu,2020mndu_sf2m3,red,5690,6022,7041,98,149.3313648310621,149.3313648310621,121.93115722093943,121.93115722093943,135.27053741631235,135.27053741631235,107.87032980618969,107.87032980618969,-20,38.615965874604086,38.615965874604086,-3.5831553637589337,-3.5831553637589337,19.350284791647567,19.350284791647567,-22.84883644671544,-22.84883644671544,35,20,63,55,0,4728,5348,2526,118,0,sf,3,2,3,23,0.2,0.3333333333333333
108,2020mndu,2020mndu_f1m1,red,167,1816,5464,150,150.7855712079582,150.7855712079582,150.45190338208295,150.45190338208295,143.64686134515298,143.64686134515298,143.31319351927772,143.31319351927772,54,40.070172251500196,40.070172251500196,24.937590797384587,24.937590797384587,13.971172980884262,13.971172980884262,-1.1614084732313188,-1.1614084732313188,59,44,91,75,0,4728,5348,2526,96,0,f,1,1,3,13,0.16666666666666666,0.5
109,2020mndu,2020mndu_f1m2,red,167,1816,5464,182,150.7855712079582,150.7855712079582,150.45190338208295,150.45190338208295,143.64686134515298,143.64686134515298,143.31319351927772,143.31319351927772,87,40.070172251500196,40.070172251500196,24.937590797384587,24.937590797384587,13.971172980884262,13.971172980884262,-1.1614084732313188,-1.1614084732313188,61,46,106,90,15,4728,5348,2526,95,0,f,2,1,3,13,0.16666666666666666,0.5
89,2020mndu2,2020mndu2_qf1m1,blue,5434,171,3691,134,119.66339348827492,118.59513814394825,121.6354614984835,121.11166603674391,125.527705146036,125.03848801327541,127.49977315624464,127.55501590607096,-65,-51.07130879392747,-52.75752302777997,-46.64554263339568,-47.472340615641514,-67.03559009695505,-67.77997009321624,-62.60982393642293,-62.494787681077696,27,12,107,90,0,2052,2491,4182,199,0,qf,1,8,1,81,0.5,0.5
90,2020mndu2,2020mndu2_qf2m1,blue,7103,4226,4623,121,119.19216819437841,116.47448076667479,124.7820565275312,123.44949840028377,129.37984739411002,128.2502935079562,134.96973572726282,135.22531114156516,-98,-19.610746710796917,-26.83783388562415,-31.520159343713047,-35.06380224133633,5.8005678850192055,2.6101671540950946,-6.1088447478969385,-5.615801201617103,39,24,82,50,0,1259,2502,7530,219,-18,qf,1,5,4,54,0.5,0.5
91,2020mndu2,2020mndu2_qf3m1,blue,4624,2826,4655,138,154.14581652244289,153.2021413546662,137.82310782680216,137.36039750865308,139.54523247864088,139.19602064193487,123.22252378300023,123.35427679592178,-45,-12.52285875645424,-16.130518282858134,-23.180294127252154,-24.949230456443445,-25.578109692274495,-27.170712536481744,-36.235545063072365,-35.98942471006697,51,36,87,55,0,2987,7021,2846,183,-3,qf,1,7,2,72,0.5,0.5
92,2020mndu2,2020mndu2_qf4m1,blue,2509,3630,7038,155,152.33623869369117,152.9042477009266,153.85001901221528,154.12852970892948,159.9930902369239,160.3119197154596,161.50687055544793,161.53620172346243,9,23.083979080245427,22.481617978507728,22.832810737861138,22.537456248792154,56.17683853334938,55.910925966809785,55.92567019096495,55.966764237094154,31,16,79,65,45,967,4778,6421,146,0,qf,1,6,3,63,0.16666666666666666,0.3333333333333333
93,2020mndu2,2020mndu2_qf1m2,blue,5434,171,3691,99,119.66339348827492,118.59513814394825,121.6354614984835,121.11166603674391,125.527705146036,125.03848801327541,127.49977315624464,127.55501590607096,-100,-51.07130879392747,-52.75752302777997,-46.64554263339568,-47.472340615641514,-67.03559009695505,-67.77997009321624,-62.60982393642293,-62.494787681077696,39,24,45,35,15,2052,2491,4182,199,0,qf,2,8,1,81,0.5,0.5
94,2020mndu2,2020mndu2_qf2m2,blue,7103,4226,4623,137,119.19216819437841,116.47448076667479,124.7820565275312,123.44949840028377,129.37984739411002,128.2502935079562,134.96973572726282,135.22531114156516,-65,-19.610746710796917,-26.83783388562415,-31.520159343713047,-35.06380224133633,5.8005678850192055,2.6101671540950946,-6.1088447478969385,-5.615801201617103,47,32,75,50,15,1259,2502,7530,202,0,qf,2,5,4,54,0.5,0.5
95,2020mndu2,2020mndu2_qf3m2,blue,4624,2826,4655,152,154.14581652244289,153.2021413546662,137.82310782680216,137.36039750865308,139.54523247864088,139.19602064193487,123.22252378300023,123.35427679592178,-7,-12.52285875645424,-16.130518282858134,-23.180294127252154,-24.949230456443445,-25.578109692274495,-27.170712536481744,-36.235545063072365,-35.98942471006697,49,34,103,90,0,2987,7021,2846,159,-15,qf,2,7,2,72,0.5,0.5
96,2020mndu2,2020mndu2_qf4m2,blue,2509,3630,7038,141,152.33623869369117,152.9042477009266,153.85001901221528,154.12852970892948,159.9930902369239,160.3119197154596,161.50687055544793,161.53620172346243,-18,23.083979080245427,22.481617978507728,22.832810737861138,22.537456248792154,56.17683853334938,55.910925966809785,55.92567019096495,55.966764237094154,41,26,100,90,0,967,4778,6421,159,-15,qf,2,6,3,63,0.16666666666666666,0.3333333333333333
97,2020mndu2,2020mndu2_qf4m3,blue,2509,3630,7038,139,152.33623869369117,152.9042477009266,153.85001901221528,154.12852970892948,159.9930902369239,160.3119197154596,161.50687055544793,161.53620172346243,17,23.083979080245427,22.481617978507728,22.832810737861138,22.537456248792154,56.17683853334938,55.910925966809785,55.92567019096495,55.966764237094154,49,34,90,70,0,967,4778,6421,122,0,qf,3,6,3,63,0.16666666666666666,0.3333333333333333
98,2020mndu2,2020mndu2_sf1m1,blue,1259,2502,7530,137,138.80291490517533,143.31231465229894,156.30221587124424,158.5133006416201,141.04356900660366,143.235052679932,158.54286997267263,158.43603866925315,-44,-31.931787377027064,-28.040346519429278,-11.978788260634929,-10.07070601076532,-48.16052603969388,-46.44264780519967,-28.20752692330143,-28.473007296535542,39,24,95,35,3,2052,2491,4182,181,-3,sf,1,4,1,41,0.2,0.3333333333333333
99,2020mndu2,2020mndu2_sf2m1,blue,2509,3630,7038,87,152.33623869369117,152.9042477009266,153.85001901221528,154.12852970892948,139.86168964945622,140.23901484669452,141.37546996798025,141.46329685469735,-95,-14.332436585205954,-16.42841193659774,-7.153382941839027,-8.181098256167047,-17.68986413637549,-18.615133353601777,-10.510810493008677,-10.367819673171084,43,28,44,30,0,2987,7021,2846,182,-3,sf,1,6,2,62,0.16666666666666666,0.3333333333333333
100,2020mndu2,2020mndu2_sf1m2,blue,1259,2502,7530,153,138.80291490517533,143.31231465229894,156.30221587124424,158.5133006416201,141.04356900660366,143.235052679932,158.54286997267263,158.43603866925315,4,-31.931787377027064,-28.040346519429278,-11.978788260634929,-10.07070601076532,-48.16052603969388,-46.44264780519967,-28.20752692330143,-28.473007296535542,53,38,82,35,18,2052,2491,4182,149,0,sf,2,4,1,41,0.2,0.3333333333333333
101,2020mndu2,2020mndu2_sf2m2,blue,2509,3630,7038,155,152.33623869369117,152.9042477009266,153.85001901221528,154.12852970892948,139.86168964945622,140.23901484669452,141.37546996798025,141.46329685469735,0,-14.332436585205954,-16.42841193659774,-7.153382941839027,-8.181098256167047,-17.68986413637549,-18.615133353601777,-10.510810493008677,-10.367819673171084,33,18,77,75,45,2987,7021,2846,155,0,sf,2,6,2,62,0.16666666666666666,0.3333333333333333
102,2020mndu2,2020mndu2_sf1m3,blue,1259,2502,7530,155,138.80291490517533,143.31231465229894,156.30221587124424,158.5133006416201,141.04356900660366,143.235052679932,158.54286997267263,158.43603866925315,-25,-31.931787377027064,-28.040346519429278,-11.978788260634929,-10.07070601076532,-48.16052603969388,-46.44264780519967,-28.20752692330143,-28.473007296535542,55,40,100,55,0,2052,2491,4182,180,-3,sf,3,4,1,41,0.2,0.3333333333333333
103,2020mndu2,2020mndu2_sf2m3,blue,2509,3630,7038,147,152.33623869369117,152.9042477009266,153.85001901221528,154.12852970892948,139.86168964945622,140.23901484669452,141.37546996798025,141.46329685469735,-21,-14.332436585205954,-16.42841193659774,-7.153382941839027,-8.181098256167047,-17.68986413637549,-18.615133353601777,-10.510810493008677,-10.367819673171084,43,28,98,90,6,2987,7021,2846,168,0,sf,3,6,2,62,0.16666666666666666,0.3333333333333333
104,2020mndu2,2020mndu2_f1m1,blue,2987,7021,2846,180,166.66867527889713,169.33265963752433,161.0034019540543,162.30962796509652,172.9981560835777,174.30270672888597,167.3328827587349,167.2796750564581,-6,-4.0660270033052655,-2.0200015342038853,-7.2776021778248605,-6.274378687288902,-4.840291615456124,-3.9370727951759363,-8.051866789975435,-8.19144994826081,57,42,120,90,3,2052,2491,4182,186,-15,f,1,2,1,21,0.14285714285714285,0.5
105,2020mndu2,2020mndu2_f1m2,blue,2987,7021,2846,171,166.66867527889713,169.33265963752433,161.0034019540543,162.30962796509652,172.9981560835777,174.30270672888597,167.3328827587349,167.2796750564581,-12,-4.0660270033052655,-2.0200015342038853,-7.2776021778248605,-6.274378687288902,-4.840291615456124,-3.9370727951759363,-8.051866789975435,-8.19144994826081,63,48,108,90,0,2052,2491,4182,183,0,f,2,2,1,21,0.14285714285714285,0.5
89,2020mndu2,2020mndu2_qf1m1,red,2052,2491,4182,199,170.7347022822024,171.35266117172822,168.28100413187917,168.58400665238543,192.56329524299105,192.81845810649165,190.10959709266757,190.04980358714866,65,51.07130879392747,52.75752302777997,46.64554263339568,47.472340615641514,67.03559009695505,67.77997009321624,62.60982393642293,62.494787681077696,49,34,150,90,0,5434,171,3691,134,0,qf,1,1,8,18,0.14285714285714285,0.5
90,2020mndu2,2020mndu2_qf2m1,red,1259,2502,7530,219,138.80291490517533,143.31231465229894,156.30221587124424,158.5133006416201,123.57927950909081,125.6401263538611,141.07858047515975,140.84111234318226,98,19.610746710796917,26.83783388562415,31.520159343713047,35.06380224133633,-5.8005678850192055,-2.6101671540950946,6.1088447478969385,5.615801201617103,53,38,148,90,18,7103,4226,4623,121,0,qf,1,4,5,45,0.2,0.5
91,2020mndu2,2020mndu2_qf3m1,red,2987,7021,2846,183,166.66867527889713,169.33265963752433,161.0034019540543,162.30962796509652,165.12334217091538,166.3667331784166,159.4580688460726,159.34370150598875,45,12.52285875645424,16.130518282858134,23.180294127252154,24.949230456443445,25.578109692274495,27.170712536481744,36.235545063072365,35.98942471006697,69,54,111,90,3,4624,2826,4655,138,0,qf,1,2,7,27,0.14285714285714285,0.5
92,2020mndu2,2020mndu2_qf4m1,red,967,4778,6421,146,129.25225961344574,130.42262972241886,131.01720827435415,131.59107346013732,103.81625170357452,104.40099374864981,105.58120036448298,105.56943748636827,-9,-23.083979080245427,-22.481617978507728,-22.832810737861138,-22.537456248792154,-56.17683853334938,-55.910925966809785,-55.92567019096495,-55.966764237094154,55,40,91,75,0,2509,3630,7038,155,-45,qf,1,3,6,36,0.3333333333333333,0.3333333333333333
93,2020mndu2,2020mndu2_qf1m2,red,2052,2491,4182,199,170.7347022822024,171.35266117172822,168.28100413187917,168.58400665238543,192.56329524299105,192.81845810649165,190.10959709266757,190.04980358714866,100,51.07130879392747,52.75752302777997,46.64554263339568,47.472340615641514,67.03559009695505,67.77997009321624,62.60982393642293,62.494787681077696,59,44,140,90,0,5434,171,3691,99,-15,qf,2,1,8,18,0.14285714285714285,0.5
94,2020mndu2,2020mndu2_qf2m2,red,1259,2502,7530,202,138.80291490517533,143.31231465229894,156.30221587124424,158.5133006416201,123.57927950909081,125.6401263538611,141.07858047515975,140.84111234318226,65,19.610746710796917,26.83783388562415,31.520159343713047,35.06380224133633,-5.8005678850192055,-2.6101671540950946,6.1088447478969385,5.615801201617103,55,40,147,70,0,7103,4226,4623,137,-15,qf,2,4,5,45,0.2,0.5
95,2020mndu2,2020mndu2_qf3m2,red,2987,7021,2846,159,166.66867527889713,169.33265963752433,161.0034019540543,162.30962796509652,165.12334217091538,166.3667331784166,159.4580688460726,159.34370150598875,7,12.52285875645424,16.130518282858134,23.180294127252154,24.949230456443445,25.578109692274495,27.170712536481744,36.235545063072365,35.98942471006697,69,54,75,55,15,4624,2826,4655,152,0,qf,2,2,7,27,0.14285714285714285,0.5
96,2020mndu2,2020mndu2_qf4m2,red,967,4778,6421,159,129.25225961344574,130.42262972241886,131.01720827435415,131.59107346013732,103.81625170357452,104.40099374864981,105.58120036448298,105.56943748636827,18,-23.083979080245427,-22.481617978507728,-22.832810737861138,-22.537456248792154,-56.17683853334938,-55.910925966809785,-55.92567019096495,-55.966764237094154,49,34,95,75,15,2509,3630,7038,141,0,qf,2,3,6,36,0.3333333333333333,0.3333333333333333
97,2020mndu2,2020mndu2_qf4m3,red,967,4778,6421,122,129.25225961344574,130.42262972241886,131.01720827435415,131.59107346013732,103.81625170357452,104.40099374864981,105.58120036448298,105.56943748636827,-17,-23.083979080245427,-22.481617978507728,-22.832810737861138,-22.537456248792154,-56.17683853334938,-55.910925966809785,-55.92567019096495,-55.966764237094154,51,36,71,55,0,2509,3630,7038,139,0,qf,3,3,6,36,0.3333333333333333,0.3333333333333333
98,2020mndu2,2020mndu2_sf1m1,red,2052,2491,4182,181,170.7347022822024,171.35266117172822,168.28100413187917,168.58400665238543,189.20409504629754,189.67770048513168,186.75039689597406,186.9090459657887,44,31.931787377027064,28.040346519429278,11.978788260634929,10.07070601076532,48.16052603969388,46.44264780519967,28.20752692330143,28.473007296535542,47,32,131,90,3,1259,2502,7530,137,-3,sf,1,1,4,14,0.14285714285714285,0.3333333333333333
99,2020mndu2,2020mndu2_sf2m1,red,2987,7021,2846,182,166.66867527889713,169.33265963752433,161.0034019540543,162.30962796509652,157.55155378583171,158.8541482002963,151.88628046098893,151.83111652786843,95,14.332436585205954,16.42841193659774,7.153382941839027,8.181098256167047,17.68986413637549,18.615133353601777,10.510810493008677,10.367819673171084,54,44,125,90,3,2509,3630,7038,87,0,sf,1,2,6,26,0.14285714285714285,0.3333333333333333
100,2020mndu2,2020mndu2_sf1m2,red,2052,2491,4182,149,170.7347022822024,171.35266117172822,168.28100413187917,168.58400665238543,189.20409504629754,189.67770048513168,186.75039689597406,186.9090459657887,-4,31.931787377027064,28.040346519429278,11.978788260634929,10.07070601076532,48.16052603969388,46.44264780519967,28.20752692330143,28.473007296535542,51,36,98,55,0,1259,2502,7530,153,-18,sf,2,1,4,14,0.14285714285714285,0.3333333333333333
101,2020mndu2,2020mndu2_sf2m2,red,2987,7021,2846,155,166.66867527889713,169.33265963752433,161.0034019540543,162.30962796509652,157.55155378583171,158.8541482002963,151.88628046098893,151.83111652786843,0,14.332436585205954,16.42841193659774,7.153382941839027,8.181098256167047,17.68986413637549,18.615133353601777,10.510810493008677,10.367819673171084,55,40,100,70,0,2509,3630,7038,155,-45,sf,2,2,6,26,0.14285714285714285,0.3333333333333333
102,2020mndu2,2020mndu2_sf1m3,red,2052,2491,4182,180,170.7347022822024,171.35266117172822,168.28100413187917,168.58400665238543,189.20409504629754,189.67770048513168,186.75039689597406,186.9090459657887,25,31.931787377027064,28.040346519429278,11.978788260634929,10.07070601076532,48.16052603969388,46.44264780519967,28.20752692330143,28.473007296535542,47,32,130,90,3,1259,2502,7530,155,0,sf,3,1,4,14,0.14285714285714285,0.3333333333333333
103,2020mndu2,2020mndu2_sf2m3,red,2987,7021,2846,168,166.66867527889713,169.33265963752433,161.0034019540543,162.30962796509652,157.55155378583171,158.8541482002963,151.88628046098893,151.83111652786843,21,14.332436585205954,16.42841193659774,7.153382941839027,8.181098256167047,17.68986413637549,18.615133353601777,10.510810493008677,10.367819673171084,59,44,109,90,0,2509,3630,7038,147,-6,sf,3,2,6,26,0.14285714285714285,0.3333333333333333
104,2020mndu2,2020mndu2_f1m1,red,2052,2491,4182,186,170.7347022822024,171.35266117172822,168.28100413187917,168.58400665238543,177.83844769903382,178.2397795240619,175.38474954871035,175.4711250047189,6,4.0660270033052655,2.0200015342038853,7.2776021778248605,6.274378687288902,4.840291615456124,3.9370727951759363,8.051866789975435,8.19144994826081,45,30,126,70,15,2987,7021,2846,180,-3,f,1,1,2,12,0.14285714285714285,0.5
105,2020mndu2,2020mndu2_f1m2,red,2052,2491,4182,183,170.7347022822024,171.35266117172822,168.28100413187917,168.58400665238543,177.83844769903382,178.2397795240619,175.38474954871035,175.4711250047189,12,4.0660270033052655,2.0200015342038853,7.2776021778248605,6.274378687288902,4.840291615456124,3.9370727951759363,8.051866789975435,8.19144994826081,51,36,132,90,0,2987,7021,2846,171,0,f,2,1,2,12,0.14285714285714285,0.5
72,2020mokc,2020mokc_qf1m1,blue,7064,6843,6886,86,96.2340307125566,96.2340307125566,95.94207270887341,95.94207270887341,89.55787907793193,89.55787907793193,89.26592107424877,89.26592107424877,-108,-78.4912771755248,-78.4912771755248,-73.55804322866962,-73.55804322866962,-91.31905770366528,-91.31905770366528,-86.3858237568101,-86.3858237568101,37,22,19,10,30,4522,1986,2357,194,-6,qf,1,8,1,81,0.5,0.5
73,2020mokc,2020mokc_qf2m1,blue,1710,1769,4959,114,111.58835057393264,111.58835057393264,121.80092080151329,121.80092080151329,108.40819173375888,108.40819173375888,118.6207619613396,118.6207619613396,-1,-19.66273130404943,-19.66273130404943,-8.797754938870384,-8.797754938870384,-23.186044168171037,-23.186044168171037,-12.321067802991948,-12.321067802991948,32,22,79,65,3,525,3284,5141,115,0,qf,1,5,4,54,0.5,0.5
74,2020mokc,2020mokc_qf3m1,blue,1108,2723,1810,105,79.33065470546869,79.33065470546869,82.58793488700158,82.58793488700158,86.22996723128357,86.22996723128357,89.48724741281646,89.48724741281646,-87,-57.555958653045835,-57.555958653045835,-54.32879433417963,-54.32879433417963,-56.186961784108505,-56.186961784108505,-52.95979746524233,-52.95979746524233,51,36,54,30,0,1987,5801,1785,192,-54,qf,1,7,2,72,0.5,0.5
75,2020mokc,2020mokc_qf4m1,blue,5119,2353,1939,116,77.81431521868134,77.81431521868134,81.21339830503618,81.21339830503618,77.07231882022671,77.07231882022671,80.47140190658152,80.47140190658152,-31,-66.2263346045817,-66.2263346045817,-73.99404904480107,-73.99404904480107,-67.1422289436438,-67.1422289436438,-74.90994338386315,-74.90994338386315,39,24,77,45,0,4499,3928,1982,147,-3,qf,1,6,3,63,0.5,0.5
76,2020mokc,2020mokc_qf1m2,blue,7064,6843,6886,88,96.2340307125566,96.2340307125566,95.94207270887341,95.94207270887341,89.55787907793193,89.55787907793193,89.26592107424877,89.26592107424877,-149,-78.4912771755248,-78.4912771755248,-73.55804322866962,-73.55804322866962,-91.31905770366528,-91.31905770366528,-86.3858237568101,-86.3858237568101,37,22,51,30,0,4522,1986,2357,237,-60,qf,2,8,1,81,0.5,0.5
77,2020mokc,2020mokc_qf2m2,blue,1710,1769,4959,120,111.58835057393264,111.58835057393264,121.80092080151329,121.80092080151329,108.40819173375888,108.40819173375888,118.6207619613396,118.6207619613396,-13,-19.66273130404943,-19.66273130404943,-8.797754938870384,-8.797754938870384,-23.186044168171037,-23.186044168171037,-12.321067802991948,-12.321067802991948,49,34,71,55,0,525,3284,5141,133,0,qf,2,5,4,54,0.5,0.5
78,2020mokc,2020mokc_qf3m2,blue,1108,2723,1810,72,79.33065470546869,79.33065470546869,82.58793488700158,82.58793488700158,86.22996723128357,86.22996723128357,89.48724741281646,89.48724741281646,-31,-57.555958653045835,-57.555958653045835,-54.32879433417963,-54.32879433417963,-56.186961784108505,-56.186961784108505,-52.95979746524233,-52.95979746524233,55,40,17,5,0,1987,5801,1785,103,-6,qf,2,7,2,72,0.5,0.5
79,2020mokc,2020mokc_qf4m2,blue,5119,2353,1939,157,77.81431521868134,77.81431521868134,81.21339830503618,81.21339830503618,77.07231882022671,77.07231882022671,80.47140190658152,80.47140190658152,-2,-66.2263346045817,-66.2263346045817,-73.99404904480107,-73.99404904480107,-67.1422289436438,-67.1422289436438,-74.90994338386315,-74.90994338386315,41,26,68,45,48,4499,3928,1982,159,-15,qf,2,6,3,63,0.5,0.5
80,2020mokc,2020mokc_sf1m1,blue,525,3284,5141,172,131.25108187798207,131.25108187798207,130.59867574038367,130.59867574038367,139.41640711784856,139.41640711784856,138.76400098025016,138.76400098025016,-23,-43.47422601009933,-43.47422601009933,-38.90144019715936,-38.90144019715936,-26.29720223608922,-26.29720223608922,-21.72441642314928,-21.72441642314928,55,40,102,65,15,4522,1986,2357,195,0,sf,1,4,1,41,0.25,0.5
81,2020mokc,2020mokc_sf2m1,blue,4499,3928,1982,116,144.04064982326304,144.04064982326304,155.20744734983725,155.20744734983725,140.1521933037096,140.1521933037096,151.31899083028375,151.31899083028375,0,7.154036464748515,7.154036464748515,18.29071812865604,18.29071812865604,7.207030209424971,7.207030209424971,18.34371187333241,18.34371187333241,69,54,47,35,0,1987,5801,1785,116,-6,sf,1,3,2,32,0.125,0.3333333333333333
82,2020mokc,2020mokc_sf1m2,blue,525,3284,5141,182,131.25108187798207,131.25108187798207,130.59867574038367,130.59867574038367,139.41640711784856,139.41640711784856,138.76400098025016,138.76400098025016,-14,-43.47422601009933,-43.47422601009933,-38.90144019715936,-38.90144019715936,-26.29720223608922,-26.29720223608922,-21.72441642314928,-21.72441642314928,53,38,129,70,0,4522,1986,2357,196,0,sf,2,4,1,41,0.25,0.5
83,2020mokc,2020mokc_sf2m2,blue,4499,3928,1982,141,144.04064982326304,144.04064982326304,155.20744734983725,155.20744734983725,140.1521933037096,140.1521933037096,151.31899083028375,151.31899083028375,5,7.154036464748515,7.154036464748515,18.29071812865604,18.29071812865604,7.207030209424971,7.207030209424971,18.34371187333241,18.34371187333241,51,36,75,50,15,1987,5801,1785,136,0,sf,2,3,2,32,0.125,0.3333333333333333
84,2020mokc,2020mokc_sf2m3,blue,4499,3928,1982,150,144.04064982326304,144.04064982326304,155.20744734983725,155.20744734983725,140.1521933037096,140.1521933037096,151.31899083028375,151.31899083028375,56,7.154036464748515,7.154036464748515,18.29071812865604,18.29071812865604,7.207030209424971,7.207030209424971,18.34371187333241,18.34371187333241,55,40,95,65,0,1987,5801,1785,94,-33,sf,3,3,2,32,0.125,0.3333333333333333
85,2020mokc,2020mokc_f1m1,blue,4499,3928,1982,176,144.04064982326304,144.04064982326304,155.20744734983725,155.20744734983725,147.01003994433728,147.01003994433728,158.17683747091144,158.17683747091144,19,-30.684658064818365,-30.684658064818365,-14.292668587705776,-14.292668587705776,-28.59881140996967,-28.59881140996967,-12.206821932857196,-12.206821932857196,63,48,113,55,0,4522,1986,2357,157,-15,f,1,3,1,31,0.125,0.3333333333333333
86,2020mokc,2020mokc_f1m2,blue,4499,3928,1982,145,144.04064982326304,144.04064982326304,155.20744734983725,155.20744734983725,147.01003994433728,147.01003994433728,158.17683747091144,158.17683747091144,-39,-30.684658064818365,-30.684658064818365,-14.292668587705776,-14.292668587705776,-28.59881140996967,-28.59881140996967,-12.206821932857196,-12.206821932857196,53,38,89,55,3,4522,1986,2357,184,-30,f,2,3,1,31,0.125,0.3333333333333333
87,2020mokc,2020mokc_f1m3,blue,4499,3928,1982,179,144.04064982326304,144.04064982326304,155.20744734983725,155.20744734983725,147.01003994433728,147.01003994433728,158.17683747091144,158.17683747091144,21,-30.684658064818365,-30.684658064818365,-14.292668587705776,-14.292668587705776,-28.59881140996967,-28.59881140996967,-12.206821932857196,-12.206821932857196,59,44,105,90,15,4522,1986,2357,158,-15,f,3,3,1,31,0.125,0.3333333333333333
72,2020mokc,2020mokc_qf1m1,red,4522,1986,2357,194,174.7253078880814,174.7253078880814,169.50011593754303,169.50011593754303,180.8769367815972,180.8769367815972,175.65174483105886,175.65174483105886,108,78.4912771755248,78.4912771755248,73.55804322866962,73.55804322866962,91.31905770366528,91.31905770366528,86.3858237568101,86.3858237568101,63,48,125,50,6,7064,6843,6886,86,-30,qf,1,1,8,18,0.14285714285714285,0.5
73,2020mokc,2020mokc_qf2m1,red,525,3284,5141,115,131.25108187798207,131.25108187798207,130.59867574038367,130.59867574038367,131.59423590192992,131.59423590192992,130.94182976433154,130.94182976433154,1,19.66273130404943,19.66273130404943,8.797754938870384,8.797754938870384,23.186044168171037,23.186044168171037,12.321067802991948,12.321067802991948,43,28,72,30,0,1710,1769,4959,114,-3,qf,1,4,5,45,0.25,0.5
74,2020mokc,2020mokc_qf3m1,red,1987,5801,1785,192,136.88661335851452,136.88661335851452,136.9167292211812,136.9167292211812,142.41692901539207,142.41692901539207,142.4470448780588,142.4470448780588,87,57.555958653045835,57.555958653045835,54.32879433417963,54.32879433417963,56.186961784108505,56.186961784108505,52.95979746524233,52.95979746524233,41,26,97,65,54,1108,2723,1810,105,0,qf,1,2,7,27,0.2,0.5
75,2020mokc,2020mokc_qf4m1,red,4499,3928,1982,147,144.04064982326304,144.04064982326304,155.20744734983725,155.20744734983725,144.2145477638705,144.2145477638705,155.38134529044467,155.38134529044467,31,66.2263346045817,66.2263346045817,73.99404904480107,73.99404904480107,67.1422289436438,67.1422289436438,74.90994338386315,74.90994338386315,63,48,81,35,3,5119,2353,1939,116,0,qf,1,3,6,36,0.125,0.5
76,2020mokc,2020mokc_qf1m2,red,4522,1986,2357,237,174.7253078880814,174.7253078880814,169.50011593754303,169.50011593754303,180.8769367815972,180.8769367815972,175.65174483105886,175.65174483105886,149,78.4912771755248,78.4912771755248,73.55804322866962,73.55804322866962,91.31905770366528,91.31905770366528,86.3858237568101,86.3858237568101,81,66,96,65,60,7064,6843,6886,88,0,qf,2,1,8,18,0.14285714285714285,0.5
77,2020mokc,2020mokc_qf2m2,red,525,3284,5141,133,131.25108187798207,131.25108187798207,130.59867574038367,130.59867574038367,131.59423590192992,131.59423590192992,130.94182976433154,130.94182976433154,13,19.66273130404943,19.66273130404943,8.797754938870384,8.797754938870384,23.186044168171037,23.186044168171037,12.321067802991948,12.321067802991948,25,20,108,65,0,1710,1769,4959,120,0,qf,2,4,5,45,0.25,0.5
78,2020mokc,2020mokc_qf3m2,red,1987,5801,1785,103,136.88661335851452,136.88661335851452,136.9167292211812,136.9167292211812,142.41692901539207,142.41692901539207,142.4470448780588,142.4470448780588,31,57.555958653045835,57.555958653045835,54.32879433417963,54.32879433417963,56.186961784108505,56.186961784108505,52.95979746524233,52.95979746524233,49,34,48,25,6,1108,2723,1810,72,0,qf,2,2,7,27,0.2,0.5
79,2020mokc,2020mokc_qf4m2,red,4499,3928,1982,159,144.04064982326304,144.04064982326304,155.20744734983725,155.20744734983725,144.2145477638705,144.2145477638705,155.38134529044467,155.38134529044467,2,66.2263346045817,66.2263346045817,73.99404904480107,73.99404904480107,67.1422289436438,67.1422289436438,74.90994338386315,74.90994338386315,53,38,91,55,15,5119,2353,1939,157,-48,qf,2,3,6,36,0.125,0.5
80,2020mokc,2020mokc_sf1m1,red,4522,1986,2357,195,174.7253078880814,174.7253078880814,169.50011593754303,169.50011593754303,165.71360935393778,165.71360935393778,160.48841740339944,160.48841740339944,23,43.47422601009933,43.47422601009933,38.90144019715936,38.90144019715936,26.29720223608922,26.29720223608922,21.72441642314928,21.72441642314928,57,42,138,65,0,525,3284,5141,172,-15,sf,1,1,4,14,0.14285714285714285,0.5
